year,electorate,party,candidate,all,ordinary,special
2002,Rimutaka,Independent,"KELLY, Nicholas Jonathan",376,340,36
2002,Rimutaka,Labour Party,"SWAIN, Paul Desmond",18688,17176,1512
2002,Rimutaka,National Party,"LEDDY, Michael Anthony",6073,5533,540
2002,Rimutaka,OneNZ Party,"GROVE, Peter Ernest",192,167,25
2002,Rimutaka,Progressive Coalition,"BRYAN, Robert",412,369,43
2002,Rimutaka,United Future,"CHAPMAN, Wayne",1957,1816,141
2002,Rodney,ACT,"WEBSTER, Mary Penelope",1373,1230,143
2002,Rodney,Alliance,"HENDERSON, Paula",211,182,29
2002,Rodney,Christian Heritage,"BARTLETT, Kevin",471,408,63
2002,Rodney,Green Party,"BRADFORD, Susan",3119,2711,408
2002,Rodney,Labour Party,"DUFFY, Grant",8162,7413,749
2002,Rodney,NZ First,"MCNAIR, Craig Simon",3981,3648,333
2002,Rodney,National Party,"SMITH, Alexander Lockwood",12728,11668,1060
2002,Rodney,Progressive Coalition,"LAWRENCE, Martin",266,239,27
2002,Rodney,United Future,"HUNT, Craig",1844,1689,155
2002,Rongotai,ACT,"BEENTJES, Carl Gregory",1076,921,155
2002,Rongotai,Alliance,"TILE, Vernon",512,447,65
2002,Rongotai,Christian Heritage,"STEENHOF, Simon",258,224,34
2002,Rongotai,Green Party,"WADE-BROWN, Celia",3442,2860,582
2002,Rongotai,Independent,"MURRAY, Robert",295,259,36
2002,Rongotai,Labour Party,"KING, Annette Faye",18096,15774,2322
2002,Rongotai,National Party,"HUGHES, Glenda",6603,5808,795
2002,Rongotai,Progressive Coalition,"DALY, Jamie",346,310,36
2002,Rongotai,United Future,"COPELAND, Gordon",1601,1429,172
2002,Rotorua,Alliance,"POUPARD, Julie",175,149,26
2002,Rotorua,Christian Heritage,"PRICHARD, Robert",391,360,31
2002,Rotorua,Green Party,"KAKE, Richard",1078,923,155
2002,Rotorua,Independent,"TURNER, Reginald Eric John",232,208,24
2002,Rotorua,Labour Party,"CHADWICK, Stephanie Anne",14380,13248,1132
2002,Rotorua,NZ Equal Rights,"LEE, Clifford Owen",806,732,74
2002,Rotorua,NZ First,"TABUTEAU, Fletcher Hoporona",2595,2405,190
2002,Rotorua,National Party,"SHORT, Malcolm Tukino",6636,6045,591
2002,Rotorua,Progressive Coalition,"ESPIN, David",194,174,20
2002,Rotorua,United Future,"JUDD, Russell",1490,1397,93
2002,Tainui,Alliance,"JACKSON, William",3668,3317,351
2002,Tainui,Christian Heritage,"VAHAAKOLO, Albert",289,256,33
2002,Tainui,Labour Party,"MAHUTA, Nanaia Cybele",7098,6308,790
2002,Tainui,MAI,"SUTTON, Michael Leonard",115,96,19
2002,Tainui,Mana Maori,"GREENSILL, Angeline Elizabeth Ngahina",1839,1579,260
2002,Tainui,National Party,"DAVIES, Kevin John",639,560,79
2002,Tainui,Progressive Coalition,"JOSEPH, Te Pare",396,366,30
2002,Tainui,United Future,"EDMONDS, Stanley",460,409,51
2002,Tamaki,ACT,"SHIRLEY, Kenneth Lex",4577,4076,501
2002,Tamaki,Alliance,"CASEY, Catherine",220,192,28
2002,Tamaki,Christian Heritage,"GRUBI, Victor",443,395,48
2002,Tamaki,Green Party,"BLACKMORE, Hermina",1380,1130,250
2002,Tamaki,Labour Party,"BOYLE, Leila June",10264,8874,1390
2002,Tamaki,NZ First,"WEBSTER, Brett Ronald",2161,1937,224
2002,Tamaki,National Party,"SIMICH, Clem Rudolph",11471,10058,1413
2002,Tamaki,Progressive Coalition,"LI, Nong",405,362,43
2002,Tamaki,United Future,"MCGRAIL, Walter",1570,1399,171
2002,Tamaki Makaurau,Alliance,"SMITH, Janice",550,456,94
2002,Tamaki Makaurau,Christian Heritage,"VAHA'AKOLO, Tuhimareikura",472,406,66
2002,Tamaki Makaurau,Green Party,"TUREI, Metiria",2001,1652,349
2002,Tamaki Makaurau,Labour Party,"TAMIHERE, John",11445,9947,1498
2002,Tamaki Makaurau,National Party,"NGATAI, George Rongokino",785,637,148
2002,Tamaki Makaurau,Progressive Coalition,"WHAREWAKA-TOPIA WATTS, Sue Elizabeth",351,305,46
2002,Taranaki-King Country,ACT,"JENNINGS, Owen Robert",1715,1559,156
2002,Taranaki-King Country,Christian Heritage,"HOCKLY, Gavin",1001,911,90
2002,Taranaki-King Country,Green Party,"HOVERD, Lawrence",1461,1261,200
2002,Taranaki-King Country,Independent,"BLACKTOPP, Russel Kane",446,414,32
2002,Taranaki-King Country,Labour Party,"HAWKINS, Judith Rangimarie",6821,6282,539
2002,Taranaki-King Country,National Party,"ARDERN, Shane",13996,12949,1047
2002,Taranaki-King Country,Progressive Coalition,"KILBRIDE, John Ignatius",635,599,36
2002,Taranaki-King Country,United Future,"SMITHERS, Rachel",1269,1185,84
2002,Taupo,ACT,"MULCOCK, Diane Jeanette",1062,961,101
2002,Taupo,Alliance,"HARRÉ, John",214,187,27
2002,Taupo,Christian Heritage,"WISHART, Donald",360,319,41
2002,Taupo,Green Party,"FISHER, Nicholas",1359,1159,200
2002,Taupo,Labour Party,"BURTON, (Richard) Mark",14851,13718,1133
2002,Taupo,National Party,"KIRTON, Weston Mervyn",7723,7063,660
2002,Taupo,Progressive Coalition,"BRADLEY, Victor",261,237,24
2002,Taupo,United Future,"GILMORE, Denis",871,794,77
2002,Tauranga,ACT,"SCOTT, Ronald John Charles",300,255,45
2002,Tauranga,Christian Heritage,"CANTER-LEIGHTON, Margaret",207,179,28
2002,Tauranga,Green Party,"DOUGLAS, Ian",870,716,154
2002,Tauranga,Labour Party,"WILSON, Margaret Anne",6783,5965,818
2002,Tauranga,Libertarianz,"WATKINS, Russell William",157,148,9
2002,Tauranga,NZ First,"PETERS, Winston Raymond",17145,15431,1714
2002,Tauranga,National Party,"MACINDOE, Timothy Harley",5312,4775,537
2002,Tauranga,Progressive Coalition,"OSTER, Garry",129,116,13
2002,Tauranga,United Future,"BALDOCK, Larry",1647,1476,171
2002,Te Atatu,ACT,"ERSKINE-LEGGET, Edward Hugh",875,775,100
2002,Te Atatu,Alliance,"VAN RUYSSEVELT, Robert",654,557,97
2002,Te Atatu,Christian Heritage,"FLANNAGAN, Matthew",584,489,95
2002,Te Atatu,Independent,"WISEMAN-DARE, Helen",197,172,25
2002,Te Atatu,Labour Party,"CARTER, Christopher Joseph",16821,14781,2040
2002,Te Atatu,NZ First,"RITCHIE, Christine Ann",1811,1588,223
2002,Te Atatu,National Party,"HENARE, Raymond Tau",3889,3507,382
2002,Te Atatu,Progressive Coalition,"TAUIALO-O-LILOMAIAVA, Pasene",365,294,71
2002,Te Atatu,United Future,"DRAKE, Rosemary Anne",1540,1383,157
2002,Te Tai Hauauru,Alliance,"MANUEL, Kamaka",594,531,63
2002,Te Tai Hauauru,Christian Heritage,"SHRAMKA, Jeannette",380,345,35
2002,Te Tai Hauauru,Labour Party,"TURIA, Tariana",10002,9075,927
2002,Te Tai Hauauru,Mana Maori,"MAIR, Te Kenehi Robert",1345,1160,185
2002,Te Tai Hauauru,National Party,"WHITE, Gregory",991,888,103
2002,Te Tai Hauauru,United Future,"HIPPOLITE, James Te Kahupuku",705,647,58
2002,Te Tai Tokerau,Alliance,"GLAVISH, Rangimarie Naida",1926,1710,216
2002,Te Tai Tokerau,Christian Heritage,"NORMAN, Michael",625,554,71
2002,Te Tai Tokerau,Independent,"MANGU, Maryann",2532,2248,284
2002,Te Tai Tokerau,Independent,"SMITH, Michael John",822,704,118
2002,Te Tai Tokerau,Labour Party,"SAMUELS, Dover",7868,7036,832
2002,Te Tai Tokerau,National Party,"HARRIS, Mita Whare",1018,896,122
2002,Te Tai Tokerau,New Generation,"HUI, Te Kaiarahi",308,248,60
2002,Te Tai Tokerau,Progressive Coalition,"KAMIRA, Petera",428,389,39
2002,Te Tai Tokerau,Quality of Life,"ERSTICH, Ivan",83,73,10
2002,Te Tai Tonga,Alliance,"WINITANA, Vernon",802,699,103
2002,Te Tai Tonga,Christian Heritage,"MORGAN, Deidre",396,358,38
2002,Te Tai Tonga,Independent,"WEBSTER, Diana Christine",267,245,22
2002,Te Tai Tonga,Labour Party,"OKEROA, Mahara",9760,8824,936
2002,Te Tai Tonga,Mana Maori,"AMOHANGA, Ellen Jacqueline",1469,1263,206
2002,Te Tai Tonga,National Party,"KARAITIANA, William March",1708,1571,137
2002,Te Tai Tonga,Nga Iwi Morehu,"WAITAI-RAPANA, Jennifer Wikitoria",344,296,48
2002,Te Tai Tonga,United Future,"MURRAY, Witana",704,649,55
2002,Tukituki,ACT,"ORMOND, John Davies",1618,1443,175
2002,Tukituki,Alliance,"WALLIS, Richard",213,196,17
2002,Tukituki,Christian Heritage,"BURGESS, Margaret",1262,1176,86
2002,Tukituki,Green Party,"WERNHAM, Richard",1355,1166,189
2002,Tukituki,Labour Party,"BARKER, Richard John",16288,15059,1229
2002,Tukituki,National Party,"FOSS, Craig",9878,9056,822
2002,Tukituki,OneNZ Party,"PORTER, John Lowry",466,425,41
2002,Tukituki,Progressive Coalition,"PULFORD, Barry Reece",300,287,13
2002,Waiariki,Alliance,"HETA, Sharon",542,480,62
2002,Waiariki,Christian Heritage,"FRANCIS, Judith Rosemary",361,330,31
2002,Waiariki,Labour Party,"RIRINUI, Mita Michael",9361,8524,837
2002,Waiariki,Mana Maori,"VERCOE, Rihi",2644,2311,333
2002,Waiariki,National Party,"MITCHELL, Hamuera Walker",1356,1221,135
2002,Waiariki,United Future,"KAWE, Huikakahu Brian",852,768,84
2002,Waimakariri,ACT,"CAIRNEY, Nicholas Jeffrey",475,430,45
2002,Waimakariri,Alliance,"PIESSE, Paul",156,142,14
2002,Waimakariri,Christian Heritage,"WILLIAMS, Michael",391,352,39
2002,Waimakariri,Green Party,"DRACE, Charles",952,776,176
2002,Waimakariri,Labour Party,"COSGROVE, Clayton James",17571,16403,1168
2002,Waimakariri,NZ First,"MARK, Ron Stanley",5615,5250,365
2002,Waimakariri,National Party,"GORDON, Daniel Bruce",7035,6494,541
2002,Waimakariri,Progressive Coalition,"WRIGHT, John",583,541,42
2002,Waimakariri,United Future,"SMITH, Andrew",802,738,64
2002,Wairarapa,ACT,"MACFARLANE, Ian George",625,562,63
2002,Wairarapa,Alliance,"TAIT, Gerald",159,141,18
2002,Wairarapa,Christian Heritage,"RAUKAWA-TAIT, Merepeka",5852,5560,292
2002,Wairarapa,Green Party,"MILLINGTON, Sarah",861,745,116
2002,Wairarapa,Labour Party,"BEYER, Georgina",13572,12560,1012
2002,Wairarapa,NZ First,"PERRY, Edwin Jock",1552,1424,128
2002,Wairarapa,National Party,"BUCHANAN, Ian Michael",7200,6570,630
2002,Wairarapa,Progressive Coalition,"HENDERSON, William Victor Arnold",223,198,25
2002,Wairarapa,United Future,"OWEN, Francis",617,579,38
2002,Waitakere,ACT,"RIDDELL, John Godfrey",650,579,71
2002,Waitakere,Alliance,"HARRÉ, Laila",7423,6641,782
2002,Waitakere,Christian Heritage,"FLANNAGAN, Madeleine",380,337,43
2002,Waitakere,Green Party,"WATTS, Meriel",1154,924,230
2002,Waitakere,Labour Party,"PILLAY, Lynne",9756,8704,1052
2002,Waitakere,NZ First,"ALBERT, Arthur",1249,1100,149
2002,Waitakere,National Party,"HASLER, Marie Bernarde",5295,4849,446
2002,Waitakere,Progressive Coalition,"PARKYN, David",218,200,18
2002,Waitakere,United Future,"TORCKLER, Peter",802,714,88
2002,Wellington Central,ACT,"FRANKS, Stephen Leslie",2824,2285,539
2002,Wellington Central,Alliance,"REID, Robert",493,395,98
2002,Wellington Central,Christian Heritage,"BARTLETT, Matthew",224,180,44
2002,Wellington Central,Green Party,"KEDGLEY, Susan",4736,3683,1053
2002,Wellington Central,Labour Party,"HOBBS, Marian Leslie",14906,12455,2451
2002,Wellington Central,Legalise Cannabis,"APPLEBY, Michael George",780,581,199
2002,Wellington Central,Libertarianz,"CROSS, Colin Linden",101,88,13
2002,Wellington Central,NZ First,"HARRIS, Robin Blair",577,487,90
2002,Wellington Central,National Party,"PARATA, Hekia",10725,9194,1531
2002,Wellington Central,United Future,"MOODIE, Robert",938,795,143
2002,West Coast-Tasman,ACT,"GARDNER, William Stuart",567,509,58
2002,West Coast-Tasman,Alliance,"HITCHENS, Richard",208,189,19
2002,West Coast-Tasman,Aotearoa NZ Youth,"TERRY, Robert",136,118,18
2002,West Coast-Tasman,Christian Heritage,"BLIGHT, Derek",527,484,43
2002,West Coast-Tasman,Green Party,"DAVIES, Richard",2380,1963,417
2002,West Coast-Tasman,Independent,"WILKINSON, Steven Crawford George",227,193,34
2002,West Coast-Tasman,Labour Party,"O'CONNOR, Damien Peter",16020,14748,1272
2002,West Coast-Tasman,National Party,"NICOLLE, Barry Cavill",8298,7811,487
2002,West Coast-Tasman,Progressive Coalition,"FOX, Edward",294,265,29
2002,West Coast-Tasman,United Future,"EATWELL, Richard",1105,1021,84
2002,Whanganui,Alliance,"WILSON, Kerry",276,255,21
2002,Whanganui,Christian Heritage,"BONIFACE, Desiree",1055,980,75
2002,Whanganui,Green Party,"RUSSELL, Peter",1362,1185,177
2002,Whanganui,Labour Party,"PETTIS, Marjorie Jill",14135,13159,976
2002,Whanganui,NZ Equal Rights,"BROUGHAM, Ian Wallace",300,276,24
2002,Whanganui,National Party,"BORROWS, Kerry James",12065,11182,883
2002,Whanganui,Progressive Coalition,"PARR, Bruce Raymond",564,527,37
2002,Whanganui,United Future,"COLLIER, Christopher",729,684,45
2002,Whangarei,ACT,"NEWMAN, Muriel",1297,1180,117
2002,Whangarei,Alliance,"CUTFORTH, Patricia",239,202,37
2002,Whangarei,Christian Heritage,"HARRIS, Roderick",521,475,46
2002,Whangarei,Green Party,"GREEN, Calvin",1180,1008,172
2002,Whangarei,Labour Party,"SHEARER, David James",10615,9826,789
2002,Whangarei,Libertarianz,"HUGHES, Helen Kay",97,81,16
2002,Whangarei,NZ First,"DONNELLY, Brian John",3774,3413,361
2002,Whangarei,National Party,"HEATLEY, Philip",13829,12797,1032
2002,Whangarei,Progressive Coalition,"WILSON, David",156,137,19
2002,Whangarei,United Future,"PHILLIPS, Gray",268,237,31
2002,Wigram,ACT,"MARSHALL, Shirley",685,573,112
2002,Wigram,Alliance,"GOURLEY, Sean",581,511,70
2002,Wigram,Christian Heritage,"DEJONG, Stephen",576,524,52
2002,Wigram,Green Party,"DE SPA, Paul",1681,1405,276
2002,Wigram,Labour Party,"MORA, Michael Alan",8030,7070,960
2002,Wigram,NZ Economic Euthenics,"HANSEN, Christopher Michael",55,50,5
2002,Wigram,National Party,"NEILL, Alexander George",6560,5797,763
2002,Wigram,P.C.P COALITION,"ANDERSON, Blair John",657,585,72
2002,Wigram,Progressive Coalition,"ANDERTON, James",11206,10131,1075
2002,Wigram,United Future,"KUBALA, Andrew",1376,1241,135
2005,Aoraki,ACT,"MURRAY, Kevin John",215,193,22
2005,Aoraki,Direct Democracy Party,"SULLIVAN, Edward John",99,95,4
2005,Aoraki,Green Party,"ELSEN, Kathryn Ann",2038,1832,206
2005,Aoraki,Jim Anderton's Progressive,"MAIN, Claire Victoria",320,292,28
2005,Aoraki,Labour Party,"SUTTON, James Robert",11315,10391,924
2005,Aoraki,NZ First,"LUNDY, Bryan Kerry",1203,1104,99
2005,Aoraki,National Party,"GOODHEW, Joanne Gay",18252,17032,1220
2005,Aoraki,United Future NZ,"ROGERS, Mark Francis",340,308,32
2005,Auckland Central,ACT,"SIMPSON, Helen Joanne",559,453,106
2005,Auckland Central,Destiny NZ,"VINCENT, Maureen Joyce",150,115,35
2005,Auckland Central,Direct Democracy Party,"RUPA, Dilip Kumar",69,61,8
2005,Auckland Central,Green Party,"TÁNCZOS, Nándor Steven",5327,4297,1030
2005,Auckland Central,Independent,"FORDE, Thomas Martin",91,70,21
2005,Auckland Central,Jim Anderton's Progressive,"TOWNSEND, Petronella Louise",266,222,44
2005,Auckland Central,Labour Party,"TIZARD, Judith Ngaire",15794,13296,2498
2005,Auckland Central,Maori Party,"YATES, Bronwyn Ruth Naumai",330,277,53
2005,Auckland Central,NZ First,"BARAGWANATH, Susan Joan",996,849,147
2005,Auckland Central,NZ Republicans Party,"CANDY, Alan Field",32,30,2
2005,Auckland Central,National Party,"WONG, Pansy",11910,9987,1923
2005,Auckland Central,United Future NZ,"TAYLOR, Stephen Dylan",461,384,77
2005,Banks Peninsula,ACT,"MANN, Alexander Gordon",346,313,33
2005,Banks Peninsula,Alliance,"McKENZIE, Andrew John",118,104,14
2005,Banks Peninsula,Green Party,"DONALD, Rodney David",4542,3933,609
2005,Banks Peninsula,Jim Anderton's Progressive,"CLEARWATER, Philip Thomas",898,813,85
2005,Banks Peninsula,Labour Party,"DYSON, Ruth Suzanne",17639,15823,1816
2005,Banks Peninsula,National Party,"CARTER, David Cunningham",15716,14197,1519
2005,Banks Peninsula,United Future NZ,"LOOMES, Robin Andrew",984,906,78
2005,Bay of Plenty,Destiny NZ,"MAXWELL, Roberta Ann",317,275,42
2005,Bay of Plenty,Direct Democracy Party,"FRANCIS-ROBERSON, Michael",27,24,3
2005,Bay of Plenty,Green Party,"STEPHENS, Ian Douglas",1181,1000,181
2005,Bay of Plenty,Jim Anderton's Progressive,"STEWART-WARD, Veronique",217,196,21
2005,Bay of Plenty,Labour Party,"SCOTT, Pauline Anne",7357,6602,755
2005,Bay of Plenty,Maori Party,"PAUL, Te Orohi Teeni",314,254,60
2005,Bay of Plenty,NZ First,"BROWN, Peter Alfred",4903,4429,474
2005,Bay of Plenty,National Party,"RYALL, Anthony Boyd Williams",20941,19125,1816
2005,Bay of Plenty,United Future NZ,"LEIGH, Jeffrey Allan",707,638,69
2005,Christchurch Central,ACT,"MARSHALL, Shirley",340,279,61
2005,Christchurch Central,Anti-Capitalist Alliance,"CLARK, Byron Charles",90,65,25
2005,Christchurch Central,Communist League,"VERMUNT, Annalucia",53,45,8
2005,Christchurch Central,Destiny NZ,"BREACH, Anita Mary",338,292,46
2005,Christchurch Central,Green Party,"CUTLER-WELSH, Natalie Susan",2236,1845,391
2005,Christchurch Central,Jim Anderton's Progressive,"WOODS, Megan Cherie",1077,948,129
2005,Christchurch Central,Labour Party,"BARNETT, Timothy Andrew",17685,15156,2529
2005,Christchurch Central,Maori Party,"GREGORY, Daryl Garth",188,154,34
2005,Christchurch Central,NZ First,"GARDENER, Kevin James",1022,889,133
2005,Christchurch Central,National Party,"WAGNER, Nicola Joanne",9849,8486,1363
2005,Christchurch Central,United Future NZ,"van BUREN, John",761,652,109
2005,Christchurch East,ACT,"PETERS, Andre John",401,365,36
2005,Christchurch East,Alliance,"BOYD, Lynda Margaret",167,152,15
2005,Christchurch East,Anti-Capitalist Alliance,"HOPKINSON, Paul Barry",43,35,8
2005,Christchurch East,Aotearoa Legalise Cannabis Party,"O'CONNELL, Kevin Patrick",299,236,63
2005,Christchurch East,Direct Democracy Party,"CHAPMAN, Kyle Shane",63,55,8
2005,Christchurch East,Green Party,"McCAMMON, Mary Anyta",1698,1461,237
2005,Christchurch East,Jim Anderton's Progressive,"SILCOCK, Karen Michelle",926,858,68
2005,Christchurch East,Labour Party,"DALZIEL, Lianne Audrey",20969,19032,1937
2005,Christchurch East,National Party,"ROUND, David John",8996,8212,784
2005,Christchurch East,United Future NZ,"WILSON, Dianne Lesley",1205,1093,112
2005,Clevedon,ACT,"OGILVIE, Iain Charles",500,424,76
2005,Clevedon,Destiny NZ,"LEE, Mason Chet",390,318,72
2005,Clevedon,Direct Democracy Party,"MARTINOVICH, Leanne Jane",42,40,2
2005,Clevedon,Green Party,"BAYLISS, Steve",1424,1208,216
2005,Clevedon,Jim Anderton's Progressive,"HILL, Brenda Louise",450,401,49
2005,Clevedon,Labour Party,"HEREORA, David Murray",8957,7808,1149
2005,Clevedon,Maori Party,"KING, David Sinclair",311,227,84
2005,Clevedon,NZ Family Rights Protection Party,"ENE-ULUGIA, Lale",56,43,13
2005,Clevedon,NZ First,"CATCHPOLE, Brent Stanley",2010,1826,184
2005,Clevedon,National Party,"COLLINS, Judith Anne",21828,19388,2440
2005,Clevedon,United Future NZ,"WALKER, John Luther",882,789,93
2005,Clutha-Southland,ACT,"FRASER, John Cameron",479,441,38
2005,Clutha-Southland,Green Party,"GUYTON, Robert",808,694,114
2005,Clutha-Southland,Independent,"WEBBER, David Wayne",121,109,12
2005,Clutha-Southland,Labour Party,"TALBOT, David Arthur",6988,6427,561
2005,Clutha-Southland,NZ First,"MACKIE, David John",999,928,71
2005,Clutha-Southland,National Party,"ENGLISH, Simon William",20020,18648,1372
2005,Clutha-Southland,United Future NZ,"LIETZE, Joy Catherine",701,632,69
2005,Coromandel,ACT,"BASSETT, Raymond George",172,143,29
2005,Coromandel,Destiny NZ,"JOHNSTON, Peter Tiki",274,248,26
2005,Coromandel,Green Party,"FITZSIMONS, Jeanette Mary",5554,4833,721
2005,Coromandel,Jim Anderton's Progressive,"ANDERSON, Annette Jean",280,246,34
2005,Coromandel,Labour Party,"PURNELL, Max Andrew",8486,7839,647
2005,Coromandel,NZ First,"FOOTE, John Edward",1792,1629,163
2005,Coromandel,National Party,"GOUDIE, Sandra Anne",19064,17656,1408
2005,Coromandel,United Future NZ,"ROBERTSON, Stuart Lee",385,348,37
2005,Dunedin North,ACT,"MARTIN, Willie",196,162,34
2005,Dunedin North,Alliance,"BILLOT, Victor Philip",270,246,24
2005,Dunedin North,Aotearoa Legalise Cannabis Party,"BAKER-SHERMAN, Jason",498,413,85
2005,Dunedin North,Green Party,"JAMIESON, Philippa Ruth Glennie",2405,2086,319
2005,Dunedin North,Jim Anderton's Progressive,"BOYACK, James Nicholas",330,302,28
2005,Dunedin North,Labour Party,"HODGSON, Peter Colin",17769,15731,2038
2005,Dunedin North,National Party,"RICH, Katherine",10139,9099,1040
2005,Dunedin North,United Future NZ,"PETERS, Mark Jonathan",652,586,66
2005,Dunedin South,ACT,"WILDEN, Alan John",228,200,28
2005,Dunedin South,Alliance,"FORD, Christopher John",189,171,18
2005,Dunedin South,Destiny NZ,"DAGLISH, David Brent",400,370,30
2005,Dunedin South,Green Party,"THOMLINSON, Peter Neil",2200,1912,288
2005,Dunedin South,Jim Anderton's Progressive,"VAUGHAN, Martin Francis",672,622,50
2005,Dunedin South,Labour Party,"BENSON-POPE, David Henry",20033,18367,1666
2005,Dunedin South,NZ First,"HEWARD, Alan John",1145,1054,91
2005,Dunedin South,National Party,"POWELL, Conway Llewelyn",9393,8618,775
2005,Dunedin South,Restore All Things in Christ,"WANSINK, Robert Charles",91,84,7
2005,Dunedin South,United Future NZ,"MOFFAT, Mary Pauline",795,717,78
2005,East Coast,Destiny NZ,"SADLER, William Stanley",446,409,37
2005,East Coast,Green Party,"DELAHUNTY, Catherine",1104,963,141
2005,East Coast,Labour Party,"MACKEY, Moana Lynore",12447,11353,1094
2005,East Coast,Maori Party,"HARRÉ, John",589,527,62
2005,East Coast,NZ First,"GLEN, Matua Joe",1064,969,95
2005,East Coast,National Party,"TOLLEY, Anne Merrilyn",13666,12653,1013
2005,East Coast,United Future NZ,"TURNER, Judith Anne",1186,1090,96
2005,East Coast Bays,ACT,"STONE, Andrew Maxwell",537,483,54
2005,East Coast Bays,Democrats for Social Credit,"STEEMSON, John Durand",39,33,6
2005,East Coast Bays,Direct Democracy Party,"FAHY, Patrick Francis",73,62,11
2005,East Coast Bays,Green Party,"ELLEY, Jeanette Susan",1287,1090,197
2005,East Coast Bays,Independent,"ADAMS, Paul Gavin",5809,5372,437
2005,East Coast Bays,Jim Anderton's Progressive,"BEAZLEY, Fiona Claire",253,235,18
2005,East Coast Bays,Labour Party,"McCRACKEN, Hamish Kennedy",9927,8976,951
2005,East Coast Bays,Maori Party,"KAPA, Rahuia",119,91,28
2005,East Coast Bays,NZ First,"MARTIN, Anne Rosalie",942,844,98
2005,East Coast Bays,National Party,"McCULLY, Murray Stuart",17213,15693,1520
2005,East Coast Bays,United Future NZ,"DROMGOOL, Steven John Holm",405,360,45
2005,Epsom,ACT,"HIDE, Rodney Philip",15251,13587,1664
2005,Epsom,Destiny NZ,"GABB, Rodney Donald",114,90,24
2005,Epsom,Direct Democracy Party,"CHAN, Tin Yau",97,73,24
2005,Epsom,Green Party,"LOCKE, Keith James",1513,1174,339
2005,Epsom,Human Rights,"VAN DEN HEUVEL, Anthony Joseph",34,24,10
2005,Epsom,Jim Anderton's Progressive,"ASHRAFI, Fatima Zohra",149,121,28
2005,Epsom,Labour Party,"NASH, Stuart Alexander",6138,4995,1143
2005,Epsom,National Party,"WORTH, Richard Westwood",12149,10131,2018
2005,Epsom,United Future NZ,"TUCK, Janet Claire",340,283,57
2005,Hamilton East,ACT,"MALLETT, Garry Bruce",534,478,56
2005,Hamilton East,Anti-Capitalist Alliance,"PHILLIPS, Jared Richard",59,53,6
2005,Hamilton East,Green Party,"HOWARD, Daniel Joseph",1334,1127,207
2005,Hamilton East,Jim Anderton's Progressive,"BANKS, Peter John Kingsley",243,222,21
2005,Hamilton East,Labour Party,"YATES, Dianne Fae",13603,12144,1459
2005,Hamilton East,Libertarianz,"THOMSEN, Robin John",34,29,5
2005,Hamilton East,Maori Party,"BIASINY-TULE, Potaua",309,252,57
2005,Hamilton East,NZ First,"WOOLERTON, Robert Douglas",1411,1284,127
2005,Hamilton East,National Party,"BENNETT, David Allister",18901,17329,1572
2005,Hamilton East,United Future NZ,"ARCHER, Adam",547,489,58
2005,Hamilton West,ACT,"COX, Stephen Peter",342,301,41
2005,Hamilton West,Independent,"VATSYAYANN, Suresh Kumar",165,141,24
2005,Hamilton West,Jim Anderton's Progressive,"BAINS, Sukhdev Singh",215,194,21
2005,Hamilton West,Labour Party,"GALLAGHER, Martin Owen",15396,13884,1512
2005,Hamilton West,Libertarianz,"WIKIRIWHI, Timothy Denis",50,44,6
2005,Hamilton West,Maori Party,"MOXON, Tureiti",379,336,43
2005,Hamilton West,NZ First,"GUDGEON, William (Bill) Mulligan",1847,1663,184
2005,Hamilton West,National Party,"MACINDOE, Timothy Harley",14571,13302,1269
2005,Hamilton West,The Republic of NZ Party,"GIELEN, Jack",43,40,3
2005,Hamilton West,United Future NZ,"JACKSON, Robyn Louise",521,469,52
2005,Helensville,ACT,"LANGFORD-TEBBY, Stephen Nigel",389,334,55
2005,Helensville,Direct Democracy Party,"KOSTER, Helen Tracey",58,48,10
2005,Helensville,Jim Anderton's Progressive,"AARON, Julian",318,282,36
2005,Helensville,Labour Party,"LAWLEY, Judy Patricia",9230,8174,1056
2005,Helensville,Maori Party,"HUDSON, Alice Te Awa",359,316,43
2005,Helensville,NZ First,"JONES, Dail Michael John",1400,1248,152
2005,Helensville,National Party,"KEY, John Phillip",22008,20046,1962
2005,Helensville,United Future NZ,"DEETH, Andrea",573,495,78
2005,Hutt South,ACT,"MITCHELL, Lindsay",579,527,52
2005,Hutt South,Destiny NZ,"KNIGHT, David Charles",335,294,41
2005,Hutt South,Green Party,"BRUCE, Paul Everard",1719,1492,227
2005,Hutt South,Independent,"McSEVENEY, John Barry",106,96,10
2005,Hutt South,Labour Party,"MALLARD, Trevor Colin",16125,14625,1500
2005,Hutt South,Libertarianz,"HOWISON, Philip John",64,61,3
2005,Hutt South,Maori Party,"ROPATA, Maraea Te Ngana",322,278,44
2005,Hutt South,NZ First,"LEVARKO, Howard Warren",698,655,43
2005,Hutt South,National Party,"THOMAS, Rosemarie Fay",10385,9534,851
2005,Hutt South,United Future NZ,"SMITH, Murray Vaughan",1905,1767,138
2005,Ikaroa-Rawhiti,Destiny NZ,"TE KANI, Tauha",614,553,61
2005,Ikaroa-Rawhiti,Labour Party,"HOROMIA, Parekura Tureia",9502,8611,891
2005,Ikaroa-Rawhiti,Maori Party,"POANANGA, Atareta Nicole",7570,6752,818
2005,Ilam,ACT,"GILES, Joanne Mary",895,816,79
2005,Ilam,Alliance,"FINDLAY, Quentin James",85,71,14
