year,electorate,party,all,ordinary,special
2008,Tamaki,National Party,23205,19916,3289
2008,Tamaki,RAM - Residents Action Movement,19,16,3
2008,Tamaki,The Bill and Ben Party,104,84,20
2008,Tamaki,The Republic of NZ Party,2,2,0
2008,Tamaki,United Future,294,253,41
2008,Tamaki,Workers Party,2,2,0
2008,Tamaki Makaurau,ACT,137,119,18
2008,Tamaki Makaurau,Alliance,5,1,4
2008,Tamaki Makaurau,Aotearoa Legalise Cannabis Party,230,183,47
2008,Tamaki Makaurau,Democrats for Social Credit,0,0,0
2008,Tamaki Makaurau,Family Party,284,251,33
2008,Tamaki Makaurau,Green Party,819,675,144
2008,Tamaki Makaurau,Jim Anderton's Progressive,38,35,3
2008,Tamaki Makaurau,Kiwi Party,28,22,6
2008,Tamaki Makaurau,Labour Party,10084,8656,1428
2008,Tamaki Makaurau,Libertarianz,2,2,0
2008,Tamaki Makaurau,Maori Party,5801,4846,955
2008,Tamaki Makaurau,NZ First,1193,1043,150
2008,Tamaki Makaurau,NZ Pacific Party,36,30,6
2008,Tamaki Makaurau,National Party,1504,1276,228
2008,Tamaki Makaurau,RAM - Residents Action Movement,10,9,1
2008,Tamaki Makaurau,The Bill and Ben Party,71,58,13
2008,Tamaki Makaurau,The Republic of NZ Party,0,0,0
2008,Tamaki Makaurau,United Future,27,23,4
2008,Tamaki Makaurau,Workers Party,10,7,3
2008,Taranaki-King Country,ACT,1634,1516,118
2008,Taranaki-King Country,Alliance,28,27,1
2008,Taranaki-King Country,Aotearoa Legalise Cannabis Party,114,101,13
2008,Taranaki-King Country,Democrats for Social Credit,82,79,3
2008,Taranaki-King Country,Family Party,96,78,18
2008,Taranaki-King Country,Green Party,1607,1387,220
2008,Taranaki-King Country,Jim Anderton's Progressive,192,177,15
2008,Taranaki-King Country,Kiwi Party,151,137,14
2008,Taranaki-King Country,Labour Party,6844,6105,739
2008,Taranaki-King Country,Libertarianz,16,15,1
2008,Taranaki-King Country,Maori Party,327,266,61
2008,Taranaki-King Country,NZ First,1451,1337,114
2008,Taranaki-King Country,NZ Pacific Party,9,9,0
2008,Taranaki-King Country,National Party,19232,17638,1594
2008,Taranaki-King Country,RAM - Residents Action Movement,1,1,0
2008,Taranaki-King Country,The Bill and Ben Party,244,202,42
2008,Taranaki-King Country,The Republic of NZ Party,3,2,1
2008,Taranaki-King Country,United Future,258,233,25
2008,Taranaki-King Country,Workers Party,13,12,1
2008,Taupo,ACT,1245,1131,114
2008,Taupo,Alliance,20,18,2
2008,Taupo,Aotearoa Legalise Cannabis Party,119,94,25
2008,Taupo,Democrats for Social Credit,23,16,7
2008,Taupo,Family Party,61,51,10
2008,Taupo,Green Party,1599,1393,206
2008,Taupo,Jim Anderton's Progressive,236,215,21
2008,Taupo,Kiwi Party,133,119,14
2008,Taupo,Labour Party,10359,9300,1059
2008,Taupo,Libertarianz,13,10,3
2008,Taupo,Maori Party,325,275,50
2008,Taupo,NZ First,1824,1666,158
2008,Taupo,NZ Pacific Party,22,21,1
2008,Taupo,National Party,19001,17256,1745
2008,Taupo,RAM - Residents Action Movement,0,0,0
2008,Taupo,The Bill and Ben Party,199,155,44
2008,Taupo,The Republic of NZ Party,3,1,2
2008,Taupo,United Future,284,256,28
2008,Taupo,Workers Party,6,6,0
2008,Tauranga,ACT,1086,998,88
2008,Tauranga,Alliance,15,13,2
2008,Tauranga,Aotearoa Legalise Cannabis Party,140,113,27
2008,Tauranga,Democrats for Social Credit,27,21,6
2008,Tauranga,Family Party,81,67,14
2008,Tauranga,Green Party,1721,1453,268
2008,Tauranga,Jim Anderton's Progressive,178,149,29
2008,Tauranga,Kiwi Party,897,816,81
2008,Tauranga,Labour Party,8504,7454,1050
2008,Tauranga,Libertarianz,21,18,3
2008,Tauranga,Maori Party,215,167,48
2008,Tauranga,NZ First,3804,3464,340
2008,Tauranga,NZ Pacific Party,9,8,1
2008,Tauranga,National Party,20418,18261,2157
2008,Tauranga,RAM - Residents Action Movement,2,0,2
2008,Tauranga,The Bill and Ben Party,179,145,34
2008,Tauranga,The Republic of NZ Party,26,20,6
2008,Tauranga,United Future,257,229,28
2008,Tauranga,Workers Party,14,11,3
2008,Te Atatu,ACT,1002,893,109
2008,Te Atatu,Alliance,27,21,6
2008,Te Atatu,Aotearoa Legalise Cannabis Party,111,92,19
2008,Te Atatu,Democrats for Social Credit,8,7,1
2008,Te Atatu,Family Party,134,108,26
2008,Te Atatu,Green Party,1270,1070,200
2008,Te Atatu,Jim Anderton's Progressive,267,238,29
2008,Te Atatu,Kiwi Party,123,106,17
2008,Te Atatu,Labour Party,13171,10976,2195
2008,Te Atatu,Libertarianz,8,7,1
2008,Te Atatu,Maori Party,264,187,77
2008,Te Atatu,NZ First,1328,1165,163
2008,Te Atatu,NZ Pacific Party,362,289,73
2008,Te Atatu,National Party,13183,11449,1734
2008,Te Atatu,RAM - Residents Action Movement,6,4,2
2008,Te Atatu,The Bill and Ben Party,180,145,35
2008,Te Atatu,The Republic of NZ Party,4,4,0
2008,Te Atatu,United Future,278,248,30
2008,Te Atatu,Workers Party,12,9,3
2008,Te Tai Hauauru,ACT,79,72,7
2008,Te Tai Hauauru,Alliance,3,3,0
2008,Te Tai Hauauru,Aotearoa Legalise Cannabis Party,242,198,44
2008,Te Tai Hauauru,Democrats for Social Credit,5,5,0
2008,Te Tai Hauauru,Family Party,95,82,13
2008,Te Tai Hauauru,Green Party,697,592,105
2008,Te Tai Hauauru,Jim Anderton's Progressive,36,32,4
2008,Te Tai Hauauru,Kiwi Party,22,19,3
2008,Te Tai Hauauru,Labour Party,10005,8811,1194
2008,Te Tai Hauauru,Libertarianz,1,1,0
2008,Te Tai Hauauru,Maori Party,6076,5336,740
2008,Te Tai Hauauru,NZ First,1029,915,114
2008,Te Tai Hauauru,NZ Pacific Party,9,7,2
2008,Te Tai Hauauru,National Party,1298,1159,139
2008,Te Tai Hauauru,RAM - Residents Action Movement,0,0,0
2008,Te Tai Hauauru,The Bill and Ben Party,120,100,20
2008,Te Tai Hauauru,The Republic of NZ Party,4,4,0
2008,Te Tai Hauauru,United Future,24,22,2
2008,Te Tai Hauauru,Workers Party,6,3,3
2008,Te Tai Tokerau,ACT,112,100,12
2008,Te Tai Tokerau,Alliance,5,4,1
2008,Te Tai Tokerau,Aotearoa Legalise Cannabis Party,218,173,45
2008,Te Tai Tokerau,Democrats for Social Credit,1,1,0
2008,Te Tai Tokerau,Family Party,108,91,17
2008,Te Tai Tokerau,Green Party,709,605,104
2008,Te Tai Tokerau,Jim Anderton's Progressive,74,68,6
2008,Te Tai Tokerau,Kiwi Party,32,27,5
2008,Te Tai Tokerau,Labour Party,9200,8004,1196
2008,Te Tai Tokerau,Libertarianz,5,4,1
2008,Te Tai Tokerau,Maori Party,6204,5313,891
2008,Te Tai Tokerau,NZ First,1495,1346,149
2008,Te Tai Tokerau,NZ Pacific Party,6,6,0
2008,Te Tai Tokerau,National Party,1883,1688,195
2008,Te Tai Tokerau,RAM - Residents Action Movement,10,8,2
2008,Te Tai Tokerau,The Bill and Ben Party,74,61,13
2008,Te Tai Tokerau,The Republic of NZ Party,0,0,0
2008,Te Tai Tokerau,United Future,24,20,4
2008,Te Tai Tokerau,Workers Party,3,3,0
2008,Te Tai Tonga,ACT,131,118,13
2008,Te Tai Tonga,Alliance,14,13,1
2008,Te Tai Tonga,Aotearoa Legalise Cannabis Party,207,164,43
2008,Te Tai Tonga,Democrats for Social Credit,6,6,0
2008,Te Tai Tonga,Family Party,76,66,10
2008,Te Tai Tonga,Green Party,1430,1236,194
2008,Te Tai Tonga,Jim Anderton's Progressive,122,114,8
2008,Te Tai Tonga,Kiwi Party,69,65,4
2008,Te Tai Tonga,Labour Party,9833,8711,1122
2008,Te Tai Tonga,Libertarianz,4,4,0
2008,Te Tai Tonga,Maori Party,4414,3751,663
2008,Te Tai Tonga,NZ First,1102,995,107
2008,Te Tai Tonga,NZ Pacific Party,4,4,0
2008,Te Tai Tonga,National Party,2210,2014,196
2008,Te Tai Tonga,RAM - Residents Action Movement,2,2,0
2008,Te Tai Tonga,The Bill and Ben Party,158,142,16
2008,Te Tai Tonga,The Republic of NZ Party,0,0,0
2008,Te Tai Tonga,United Future,38,35,3
2008,Te Tai Tonga,Workers Party,13,8,5
2008,Tukituki,ACT,1552,1443,109
2008,Tukituki,Alliance,32,30,2
2008,Tukituki,Aotearoa Legalise Cannabis Party,127,116,11
2008,Tukituki,Democrats for Social Credit,22,18,4
2008,Tukituki,Family Party,63,55,8
2008,Tukituki,Green Party,2146,1877,269
2008,Tukituki,Jim Anderton's Progressive,309,282,27
2008,Tukituki,Kiwi Party,135,118,17
2008,Tukituki,Labour Party,11457,10205,1252
2008,Tukituki,Libertarianz,10,7,3
2008,Tukituki,Maori Party,310,270,40
2008,Tukituki,NZ First,1129,1062,67
2008,Tukituki,NZ Pacific Party,37,30,7
2008,Tukituki,National Party,17904,16208,1696
2008,Tukituki,RAM - Residents Action Movement,5,4,1
2008,Tukituki,The Bill and Ben Party,187,157,30
2008,Tukituki,The Republic of NZ Party,4,4,0
2008,Tukituki,United Future,196,188,8
2008,Tukituki,Workers Party,14,11,3
2008,Waiariki,ACT,42,38,4
2008,Waiariki,Alliance,6,5,1
2008,Waiariki,Aotearoa Legalise Cannabis Party,182,147,35
2008,Waiariki,Democrats for Social Credit,2,2,0
2008,Waiariki,Family Party,205,177,28
2008,Waiariki,Green Party,518,440,78
2008,Waiariki,Jim Anderton's Progressive,28,28,0
2008,Waiariki,Kiwi Party,57,53,4
2008,Waiariki,Labour Party,8903,7900,1003
2008,Waiariki,Libertarianz,4,4,0
2008,Waiariki,Maori Party,6890,5906,984
2008,Waiariki,NZ First,1525,1393,132
2008,Waiariki,NZ Pacific Party,9,9,0
2008,Waiariki,National Party,1075,965,110
2008,Waiariki,RAM - Residents Action Movement,6,5,1
2008,Waiariki,The Bill and Ben Party,47,40,7
2008,Waiariki,The Republic of NZ Party,1,1,0
2008,Waiariki,United Future,26,23,3
2008,Waiariki,Workers Party,13,13,0
2008,Waikato,ACT,2088,1913,175
2008,Waikato,Alliance,25,22,3
2008,Waikato,Aotearoa Legalise Cannabis Party,123,96,27
2008,Waikato,Democrats for Social Credit,40,38,2
2008,Waikato,Family Party,87,70,17
2008,Waikato,Green Party,1271,1059,212
2008,Waikato,Jim Anderton's Progressive,188,169,19
2008,Waikato,Kiwi Party,171,156,15
2008,Waikato,Labour Party,7280,6398,882
2008,Waikato,Libertarianz,15,13,2
2008,Waikato,Maori Party,235,188,47
2008,Waikato,NZ First,1708,1554,154
2008,Waikato,NZ Pacific Party,4,3,1
2008,Waikato,National Party,18532,16568,1964
2008,Waikato,RAM - Residents Action Movement,3,2,1
2008,Waikato,The Bill and Ben Party,195,158,37
2008,Waikato,The Republic of NZ Party,1,1,0
2008,Waikato,United Future,285,251,34
2008,Waikato,Workers Party,8,8,0
2008,Waimakariri,ACT,953,872,81
2008,Waimakariri,Alliance,40,36,4
2008,Waimakariri,Aotearoa Legalise Cannabis Party,123,94,29
2008,Waimakariri,Democrats for Social Credit,33,31,2
2008,Waimakariri,Family Party,61,56,5
2008,Waimakariri,Green Party,2036,1786,250
2008,Waimakariri,Jim Anderton's Progressive,397,372,25
2008,Waimakariri,Kiwi Party,397,369,28
2008,Waimakariri,Labour Party,12702,11649,1053
2008,Waimakariri,Libertarianz,7,7,0
2008,Waimakariri,Maori Party,140,109,31
2008,Waimakariri,NZ First,1482,1407,75
2008,Waimakariri,NZ Pacific Party,5,5,0
2008,Waimakariri,National Party,18539,16940,1599
2008,Waimakariri,RAM - Residents Action Movement,3,3,0
2008,Waimakariri,The Bill and Ben Party,228,200,28
2008,Waimakariri,The Republic of NZ Party,4,4,0
2008,Waimakariri,United Future,342,324,18
2008,Waimakariri,Workers Party,9,7,2
2008,Wairarapa,ACT,1660,1558,102
2008,Wairarapa,Alliance,47,43,4
2008,Wairarapa,Aotearoa Legalise Cannabis Party,122,102,20
2008,Wairarapa,Democrats for Social Credit,9,7,2
2008,Wairarapa,Family Party,80,73,7
2008,Wairarapa,Green Party,2109,1910,199
2008,Wairarapa,Jim Anderton's Progressive,251,232,19
2008,Wairarapa,Kiwi Party,173,159,14
2008,Wairarapa,Labour Party,11464,10446,1018
2008,Wairarapa,Libertarianz,61,57,4
2008,Wairarapa,Maori Party,266,228,38
2008,Wairarapa,NZ First,2040,1901,139
2008,Wairarapa,NZ Pacific Party,12,11,1
2008,Wairarapa,National Party,17860,16434,1426
2008,Wairarapa,RAM - Residents Action Movement,5,4,1
2008,Wairarapa,The Bill and Ben Party,281,246,35
2008,Wairarapa,The Republic of NZ Party,2,2,0
2008,Wairarapa,United Future,248,229,19
2008,Wairarapa,Workers Party,14,13,1
2008,Waitakere,ACT,1067,971,96
2008,Waitakere,Alliance,42,40,2
2008,Waitakere,Aotearoa Legalise Cannabis Party,166,118,48
2008,Waitakere,Democrats for Social Credit,7,7,0
2008,Waitakere,Family Party,136,116,20
2008,Waitakere,Green Party,2032,1709,323
2008,Waitakere,Jim Anderton's Progressive,225,201,24
2008,Waitakere,Kiwi Party,106,89,17
2008,Waitakere,Labour Party,12498,10619,1879
2008,Waitakere,Libertarianz,14,9,5
2008,Waitakere,Maori Party,241,185,56
2008,Waitakere,NZ First,1117,999,118
2008,Waitakere,NZ Pacific Party,398,328,70
2008,Waitakere,National Party,12952,11510,1442
2008,Waitakere,RAM - Residents Action Movement,10,9,1
2008,Waitakere,The Bill and Ben Party,168,137,31
2008,Waitakere,The Republic of NZ Party,5,5,0
2008,Waitakere,United Future,224,197,27
2008,Waitakere,Workers Party,15,12,3
2008,Waitaki,ACT,1432,1318,114
2008,Waitaki,Alliance,53,45,8
2008,Waitaki,Aotearoa Legalise Cannabis Party,173,136,37
2008,Waitaki,Democrats for Social Credit,44,39,5
2008,Waitaki,Family Party,87,77,10
2008,Waitaki,Green Party,2787,2415,372
2008,Waitaki,Jim Anderton's Progressive,382,353,29
2008,Waitaki,Kiwi Party,180,161,19
2008,Waitaki,Labour Party,11960,10808,1152
2008,Waitaki,Libertarianz,15,13,2
2008,Waitaki,Maori Party,199,168,31
2008,Waitaki,NZ First,1447,1349,98
2008,Waitaki,NZ Pacific Party,14,13,1
2008,Waitaki,National Party,20426,18547,1879
2008,Waitaki,RAM - Residents Action Movement,1,1,0
2008,Waitaki,The Bill and Ben Party,263,198,65
2008,Waitaki,The Republic of NZ Party,5,2,3
2008,Waitaki,United Future,280,258,22
2008,Waitaki,Workers Party,15,10,5
2008,Wellington Central,ACT,1628,1399,229
2008,Wellington Central,Alliance,20,17,3
2008,Wellington Central,Aotearoa Legalise Cannabis Party,108,72,36
2008,Wellington Central,Democrats for Social Credit,4,2,2
2008,Wellington Central,Family Party,38,28,10
2008,Wellington Central,Green Party,8494,6626,1868
2008,Wellington Central,Jim Anderton's Progressive,272,230,42
2008,Wellington Central,Kiwi Party,84,72,12
2008,Wellington Central,Labour Party,14244,11245,2999
2008,Wellington Central,Libertarianz,48,32,16
2008,Wellington Central,Maori Party,351,271,80
2008,Wellington Central,NZ First,629,533,96
2008,Wellington Central,NZ Pacific Party,8,2,6
2008,Wellington Central,National Party,14589,11809,2780
2008,Wellington Central,RAM - Residents Action Movement,13,11,2
2008,Wellington Central,The Bill and Ben Party,215,148,67
2008,Wellington Central,The Republic of NZ Party,5,5,0
2008,Wellington Central,United Future,412,353,59
2008,Wellington Central,Workers Party,38,31,7
2008,West Coast-Tasman,ACT,744,690,54
2008,West Coast-Tasman,Alliance,29,25,4
2008,West Coast-Tasman,Aotearoa Legalise Cannabis Party,206,178,28
2008,West Coast-Tasman,Democrats for Social Credit,37,31,6
2008,West Coast-Tasman,Family Party,122,113,9
2008,West Coast-Tasman,Green Party,3740,3276,464
2008,West Coast-Tasman,Jim Anderton's Progressive,292,274,18
2008,West Coast-Tasman,Kiwi Party,349,329,20
2008,West Coast-Tasman,Labour Party,11532,10571,961
2008,West Coast-Tasman,Libertarianz,20,17,3
2008,West Coast-Tasman,Maori Party,216,189,27
2008,West Coast-Tasman,NZ First,1313,1232,81
2008,West Coast-Tasman,NZ Pacific Party,10,8,2
2008,West Coast-Tasman,National Party,15187,14048,1139
2008,West Coast-Tasman,RAM - Residents Action Movement,5,5,0
2008,West Coast-Tasman,The Bill and Ben Party,243,204,39
2008,West Coast-Tasman,The Republic of NZ Party,3,3,0
2008,West Coast-Tasman,United Future,398,377,21
2008,West Coast-Tasman,Workers Party,14,14,0
2008,Whanganui,ACT,1052,978,74
2008,Whanganui,Alliance,28,22,6
2008,Whanganui,Aotearoa Legalise Cannabis Party,116,101,15
2008,Whanganui,Democrats for Social Credit,73,64,9
2008,Whanganui,Family Party,91,87,4
2008,Whanganui,Green Party,1809,1609,200
2008,Whanganui,Jim Anderton's Progressive,253,242,11
2008,Whanganui,Kiwi Party,186,167,19
2008,Whanganui,Labour Party,12170,10990,1180
2008,Whanganui,Libertarianz,18,17,1
2008,Whanganui,Maori Party,342,297,45
2008,Whanganui,NZ First,1761,1648,113
2008,Whanganui,NZ Pacific Party,10,8,2
2008,Whanganui,National Party,15869,14508,1361
2008,Whanganui,RAM - Residents Action Movement,2,1,1
2008,Whanganui,The Bill and Ben Party,249,208,41
2008,Whanganui,The Republic of NZ Party,3,3,0
2008,Whanganui,United Future,224,204,20
2008,Whanganui,Workers Party,16,11,5
2008,Whangarei,ACT,1385,1283,102
2008,Whangarei,Alliance,17,16,1
2008,Whangarei,Aotearoa Legalise Cannabis Party,169,139,30
2008,Whangarei,Democrats for Social Credit,66,59,7
2008,Whangarei,Family Party,128,113,15
2008,Whangarei,Green Party,2187,1921,266
2008,Whangarei,Jim Anderton's Progressive,531,498,33
2008,Whangarei,Kiwi Party,167,157,10
2008,Whangarei,Labour Party,10433,9453,980
2008,Whangarei,Libertarianz,18,17,1
2008,Whangarei,Maori Party,333,271,62
2008,Whangarei,NZ First,2246,2081,165
2008,Whangarei,NZ Pacific Party,12,11,1
2008,Whangarei,National Party,18252,16725,1527
2008,Whangarei,RAM - Residents Action Movement,25,22,3
2008,Whangarei,The Bill and Ben Party,231,198,33
2008,Whangarei,The Republic of NZ Party,3,3,0
2008,Whangarei,United Future,260,240,20
2008,Whangarei,Workers Party,13,6,7
2008,Wigram,ACT,653,571,82
2008,Wigram,Alliance,68,55,13
2008,Wigram,Aotearoa Legalise Cannabis Party,151,109,42
2008,Wigram,Democrats for Social Credit,13,13,0
2008,Wigram,Family Party,83,69,14
2008,Wigram,Green Party,2436,2064,372
2008,Wigram,Jim Anderton's Progressive,2010,1767,243
2008,Wigram,Kiwi Party,322,289,33
2008,Wigram,Labour Party,14108,12308,1800
2008,Wigram,Libertarianz,22,19,3
2008,Wigram,Maori Party,198,154,44
2008,Wigram,NZ First,1050,945,105
2008,Wigram,NZ Pacific Party,51,44,7
2008,Wigram,National Party,13308,11624,1684
2008,Wigram,RAM - Residents Action Movement,1,1,0
2008,Wigram,The Bill and Ben Party,251,204,47
2008,Wigram,The Republic of NZ Party,5,3,2
2008,Wigram,United Future,355,312,43
2008,Wigram,Workers Party,17,14,3
2011,Auckland Central,ACT,404,309,95
2011,Auckland Central,Alliance,10,10,0
2011,Auckland Central,Aotearoa Legalise Cannabis Party,146,105,41
2011,Auckland Central,Conservative,280,240,40
2011,Auckland Central,Democrats for Social Credit,202,5,197
2011,Auckland Central,Green Party,7797,6043,1754
2011,Auckland Central,Labour Party,8590,7116,1474
2011,Auckland Central,Libertarianz,53,24,29
2011,Auckland Central,Mana,237,184,53
2011,Auckland Central,Maori Party,562,164,398
2011,Auckland Central,NZ First,1403,1212,191
2011,Auckland Central,National Party,14447,11734,2713
2011,Auckland Central,United Future,75,60,15
2011,Bay of Plenty,ACT,418,390,28
2011,Bay of Plenty,Alliance,9,9,0
2011,Bay of Plenty,Aotearoa Legalise Cannabis Party,183,156,27
2011,Bay of Plenty,Conservative,1485,1400,85
2011,Bay of Plenty,Democrats for Social Credit,13,11,2
2011,Bay of Plenty,Green Party,3142,2767,375
2011,Bay of Plenty,Labour Party,4965,4417,548
2011,Bay of Plenty,Libertarianz,29,23,6
2011,Bay of Plenty,Mana,91,70,21
2011,Bay of Plenty,Maori Party,213,177,36
2011,Bay of Plenty,NZ First,4569,4288,281
2011,Bay of Plenty,National Party,20853,19203,1650
2011,Bay of Plenty,United Future,207,193,14
2011,Botany,ACT,478,432,46
2011,Botany,Alliance,9,9,0
2011,Botany,Aotearoa Legalise Cannabis Party,85,69,16
2011,Botany,Conservative,777,727,50
2011,Botany,Democrats for Social Credit,7,7,0
2011,Botany,Green Party,1277,1115,162
2011,Botany,Labour Party,7111,6138,973
2011,Botany,Libertarianz,13,13,0
2011,Botany,Mana,72,44,28
2011,Botany,Maori Party,84,69,15
2011,Botany,NZ First,1278,1164,114
2011,Botany,National Party,17749,16207,1542
2011,Botany,United Future,94,81,13
2011,Christchurch Central,ACT,219,179,40
2011,Christchurch Central,Alliance,24,22,2
2011,Christchurch Central,Aotearoa Legalise Cannabis Party,180,143,37
2011,Christchurch Central,Conservative,487,410,77
2011,Christchurch Central,Democrats for Social Credit,9,8,1
2011,Christchurch Central,Green Party,4556,3720,836
2011,Christchurch Central,Labour Party,8240,6827,1413
2011,Christchurch Central,Libertarianz,22,18,4
2011,Christchurch Central,Mana,100,71,29
2011,Christchurch Central,Maori Party,139,109,30
2011,Christchurch Central,NZ First,1391,1229,162
2011,Christchurch Central,National Party,12506,10695,1811
2011,Christchurch Central,United Future,151,129,22
2011,Christchurch East,ACT,101,88,13
2011,Christchurch East,Alliance,28,24,4
2011,Christchurch East,Aotearoa Legalise Cannabis Party,145,116,29
2011,Christchurch East,Conservative,617,565,52
2011,Christchurch East,Democrats for Social Credit,22,20,2
2011,Christchurch East,Green Party,3359,2937,422
2011,Christchurch East,Labour Party,9100,8096,1004
2011,Christchurch East,Libertarianz,17,17,0
2011,Christchurch East,Mana,63,48,15
2011,Christchurch East,Maori Party,84,70,14
2011,Christchurch East,NZ First,1801,1663,138
2011,Christchurch East,National Party,13252,11876,1376
2011,Christchurch East,United Future,160,139,21
2011,Clutha-Southland,ACT,583,543,40
2011,Clutha-Southland,Alliance,17,16,1
2011,Clutha-Southland,Aotearoa Legalise Cannabis Party,210,179,31
2011,Clutha-Southland,Conservative,992,942,50
2011,Clutha-Southland,Democrats for Social Credit,75,69,6
