year,electorate,party,ordinary_special,before_onday,local_overseas,votes
2014,Coromandel,Green Party,ordinary,advanced,local,1126
2014,Coromandel,Green Party,special,advanced,local,137
2014,Coromandel,Green Party,special,normal,local,314
2014,Coromandel,Green Party,special,advanced,overseas,88
2014,Coromandel,Internet MANA,ordinary,normal,local,132
2014,Coromandel,Internet MANA,ordinary,advanced,local,78
2014,Coromandel,Internet MANA,special,advanced,local,9
2014,Coromandel,Internet MANA,special,normal,local,34
2014,Coromandel,Internet MANA,special,advanced,overseas,6
2014,Coromandel,Labour Party,ordinary,normal,local,3411
2014,Coromandel,Labour Party,ordinary,advanced,local,1920
2014,Coromandel,Labour Party,special,advanced,local,160
2014,Coromandel,Labour Party,special,normal,local,421
2014,Coromandel,Labour Party,special,advanced,overseas,48
2014,Coromandel,Maori Party,ordinary,normal,local,111
2014,Coromandel,Maori Party,ordinary,advanced,local,42
2014,Coromandel,Maori Party,special,advanced,local,7
2014,Coromandel,Maori Party,special,normal,local,23
2014,Coromandel,Maori Party,special,advanced,overseas,1
2014,Coromandel,National Party,ordinary,normal,local,12108
2014,Coromandel,National Party,ordinary,advanced,local,6600
2014,Coromandel,National Party,special,advanced,local,583
2014,Coromandel,National Party,special,normal,local,998
2014,Coromandel,National Party,special,advanced,overseas,258
2014,Coromandel,NZ First,ordinary,normal,local,2774
2014,Coromandel,NZ First,ordinary,advanced,local,1582
2014,Coromandel,NZ First,special,advanced,local,114
2014,Coromandel,NZ First,special,normal,local,256
2014,Coromandel,NZ First,special,advanced,overseas,15
2014,Coromandel,NZ Independent Coalition,ordinary,normal,local,8
2014,Coromandel,NZ Independent Coalition,ordinary,advanced,local,6
2014,Coromandel,NZ Independent Coalition,special,advanced,local,0
2014,Coromandel,NZ Independent Coalition,special,normal,local,3
2014,Coromandel,NZ Independent Coalition,special,advanced,overseas,0
2014,Coromandel,The Civilian Party,ordinary,normal,local,5
2014,Coromandel,The Civilian Party,ordinary,advanced,local,1
2014,Coromandel,The Civilian Party,special,advanced,local,1
2014,Coromandel,The Civilian Party,special,normal,local,4
2014,Coromandel,The Civilian Party,special,advanced,overseas,0
2014,Coromandel,United Future,ordinary,normal,local,38
2014,Coromandel,United Future,ordinary,advanced,local,22
2014,Coromandel,United Future,special,advanced,local,0
2014,Coromandel,United Future,special,normal,local,4
2014,Coromandel,United Future,special,advanced,overseas,0
2014,Dunedin North,ACT,ordinary,normal,local,71
2014,Dunedin North,ACT,ordinary,advanced,local,30
2014,Dunedin North,ACT,special,advanced,local,3
2014,Dunedin North,ACT,special,normal,local,5
2014,Dunedin North,ACT,special,advanced,overseas,2
2014,Dunedin North,Aotearoa Legalise Cannabis Party,ordinary,normal,local,92
2014,Dunedin North,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,37
2014,Dunedin North,Aotearoa Legalise Cannabis Party,special,advanced,local,13
2014,Dunedin North,Aotearoa Legalise Cannabis Party,special,normal,local,27
2014,Dunedin North,Aotearoa Legalise Cannabis Party,special,advanced,overseas,3
2014,Dunedin North,Ban1080,ordinary,normal,local,40
2014,Dunedin North,Ban1080,ordinary,advanced,local,10
2014,Dunedin North,Ban1080,special,advanced,local,2
2014,Dunedin North,Ban1080,special,normal,local,8
2014,Dunedin North,Ban1080,special,advanced,overseas,0
2014,Dunedin North,Conservative,ordinary,normal,local,629
2014,Dunedin North,Conservative,ordinary,advanced,local,218
2014,Dunedin North,Conservative,special,advanced,local,25
2014,Dunedin North,Conservative,special,normal,local,73
2014,Dunedin North,Conservative,special,advanced,overseas,11
2014,Dunedin North,Democrats for Social Credit,ordinary,normal,local,24
2014,Dunedin North,Democrats for Social Credit,ordinary,advanced,local,8
2014,Dunedin North,Democrats for Social Credit,special,advanced,local,1
2014,Dunedin North,Democrats for Social Credit,special,normal,local,2
2014,Dunedin North,Democrats for Social Credit,special,advanced,overseas,2
2014,Dunedin North,Focus NZ,ordinary,normal,local,1
2014,Dunedin North,Focus NZ,ordinary,advanced,local,0
2014,Dunedin North,Focus NZ,special,advanced,local,0
2014,Dunedin North,Focus NZ,special,normal,local,0
2014,Dunedin North,Focus NZ,special,advanced,overseas,0
2014,Dunedin North,Green Party,ordinary,normal,local,4265
2014,Dunedin North,Green Party,ordinary,advanced,local,2458
2014,Dunedin North,Green Party,special,advanced,local,333
2014,Dunedin North,Green Party,special,normal,local,610
2014,Dunedin North,Green Party,special,advanced,overseas,369
2014,Dunedin North,Internet MANA,ordinary,normal,local,300
2014,Dunedin North,Internet MANA,ordinary,advanced,local,183
2014,Dunedin North,Internet MANA,special,advanced,local,40
2014,Dunedin North,Internet MANA,special,normal,local,53
2014,Dunedin North,Internet MANA,special,advanced,overseas,27
2014,Dunedin North,Labour Party,ordinary,normal,local,7050
2014,Dunedin North,Labour Party,ordinary,advanced,local,2706
2014,Dunedin North,Labour Party,special,advanced,local,366
2014,Dunedin North,Labour Party,special,normal,local,814
2014,Dunedin North,Labour Party,special,advanced,overseas,211
2014,Dunedin North,Maori Party,ordinary,normal,local,65
2014,Dunedin North,Maori Party,ordinary,advanced,local,34
2014,Dunedin North,Maori Party,special,advanced,local,8
2014,Dunedin North,Maori Party,special,normal,local,16
2014,Dunedin North,Maori Party,special,advanced,overseas,1
2014,Dunedin North,National Party,ordinary,normal,local,7113
2014,Dunedin North,National Party,ordinary,advanced,local,2710
2014,Dunedin North,National Party,special,advanced,local,424
2014,Dunedin North,National Party,special,normal,local,880
2014,Dunedin North,National Party,special,advanced,overseas,175
2014,Dunedin North,NZ First,ordinary,normal,local,1568
2014,Dunedin North,NZ First,ordinary,advanced,local,573
2014,Dunedin North,NZ First,special,advanced,local,62
2014,Dunedin North,NZ First,special,normal,local,146
2014,Dunedin North,NZ First,special,advanced,overseas,15
2014,Dunedin North,NZ Independent Coalition,ordinary,normal,local,2
2014,Dunedin North,NZ Independent Coalition,ordinary,advanced,local,4
2014,Dunedin North,NZ Independent Coalition,special,advanced,local,1
2014,Dunedin North,NZ Independent Coalition,special,normal,local,0
2014,Dunedin North,NZ Independent Coalition,special,advanced,overseas,0
2014,Dunedin North,The Civilian Party,ordinary,normal,local,14
2014,Dunedin North,The Civilian Party,ordinary,advanced,local,5
2014,Dunedin North,The Civilian Party,special,advanced,local,3
2014,Dunedin North,The Civilian Party,special,normal,local,4
2014,Dunedin North,The Civilian Party,special,advanced,overseas,1
2014,Dunedin North,United Future,ordinary,normal,local,52
2014,Dunedin North,United Future,ordinary,advanced,local,23
2014,Dunedin North,United Future,special,advanced,local,3
2014,Dunedin North,United Future,special,normal,local,6
2014,Dunedin North,United Future,special,advanced,overseas,2
2014,Dunedin South,ACT,ordinary,normal,local,77
2014,Dunedin South,ACT,ordinary,advanced,local,33
2014,Dunedin South,ACT,special,advanced,local,2
2014,Dunedin South,ACT,special,normal,local,10
2014,Dunedin South,ACT,special,advanced,overseas,3
2014,Dunedin South,Aotearoa Legalise Cannabis Party,ordinary,normal,local,121
2014,Dunedin South,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,31
2014,Dunedin South,Aotearoa Legalise Cannabis Party,special,advanced,local,2
2014,Dunedin South,Aotearoa Legalise Cannabis Party,special,normal,local,16
2014,Dunedin South,Aotearoa Legalise Cannabis Party,special,advanced,overseas,1
2014,Dunedin South,Ban1080,ordinary,normal,local,52
2014,Dunedin South,Ban1080,ordinary,advanced,local,12
2014,Dunedin South,Ban1080,special,advanced,local,3
2014,Dunedin South,Ban1080,special,normal,local,9
2014,Dunedin South,Ban1080,special,advanced,overseas,1
2014,Dunedin South,Conservative,ordinary,normal,local,697
2014,Dunedin South,Conservative,ordinary,advanced,local,323
2014,Dunedin South,Conservative,special,advanced,local,15
2014,Dunedin South,Conservative,special,normal,local,58
2014,Dunedin South,Conservative,special,advanced,overseas,11
2014,Dunedin South,Democrats for Social Credit,ordinary,normal,local,61
2014,Dunedin South,Democrats for Social Credit,ordinary,advanced,local,12
2014,Dunedin South,Democrats for Social Credit,special,advanced,local,1
2014,Dunedin South,Democrats for Social Credit,special,normal,local,4
2014,Dunedin South,Democrats for Social Credit,special,advanced,overseas,2
2014,Dunedin South,Focus NZ,ordinary,normal,local,4
2014,Dunedin South,Focus NZ,ordinary,advanced,local,3
2014,Dunedin South,Focus NZ,special,advanced,local,0
2014,Dunedin South,Focus NZ,special,normal,local,0
2014,Dunedin South,Focus NZ,special,advanced,overseas,0
2014,Dunedin South,Green Party,ordinary,normal,local,2856
2014,Dunedin South,Green Party,ordinary,advanced,local,1180
2014,Dunedin South,Green Party,special,advanced,local,85
2014,Dunedin South,Green Party,special,normal,local,360
2014,Dunedin South,Green Party,special,advanced,overseas,145
2014,Dunedin South,Internet MANA,ordinary,normal,local,158
2014,Dunedin South,Internet MANA,ordinary,advanced,local,89
2014,Dunedin South,Internet MANA,special,advanced,local,17
2014,Dunedin South,Internet MANA,special,normal,local,34
2014,Dunedin South,Internet MANA,special,advanced,overseas,9
2014,Dunedin South,Labour Party,ordinary,normal,local,8207
2014,Dunedin South,Labour Party,ordinary,advanced,local,3335
2014,Dunedin South,Labour Party,special,advanced,local,220
2014,Dunedin South,Labour Party,special,normal,local,660
2014,Dunedin South,Labour Party,special,advanced,overseas,96
2014,Dunedin South,Maori Party,ordinary,normal,local,56
2014,Dunedin South,Maori Party,ordinary,advanced,local,23
2014,Dunedin South,Maori Party,special,advanced,local,4
2014,Dunedin South,Maori Party,special,normal,local,11
2014,Dunedin South,Maori Party,special,advanced,overseas,1
2014,Dunedin South,National Party,ordinary,normal,local,10007
2014,Dunedin South,National Party,ordinary,advanced,local,3828
2014,Dunedin South,National Party,special,advanced,local,215
2014,Dunedin South,National Party,special,normal,local,800
2014,Dunedin South,National Party,special,advanced,overseas,153
2014,Dunedin South,NZ First,ordinary,normal,local,2239
2014,Dunedin South,NZ First,ordinary,advanced,local,960
2014,Dunedin South,NZ First,special,advanced,local,50
2014,Dunedin South,NZ First,special,normal,local,163
2014,Dunedin South,NZ First,special,advanced,overseas,17
2014,Dunedin South,NZ Independent Coalition,ordinary,normal,local,3
2014,Dunedin South,NZ Independent Coalition,ordinary,advanced,local,2
2014,Dunedin South,NZ Independent Coalition,special,advanced,local,0
2014,Dunedin South,NZ Independent Coalition,special,normal,local,0
2014,Dunedin South,NZ Independent Coalition,special,advanced,overseas,0
2014,Dunedin South,The Civilian Party,ordinary,normal,local,9
2014,Dunedin South,The Civilian Party,ordinary,advanced,local,6
2014,Dunedin South,The Civilian Party,special,advanced,local,0
2014,Dunedin South,The Civilian Party,special,normal,local,2
2014,Dunedin South,The Civilian Party,special,advanced,overseas,1
2014,Dunedin South,United Future,ordinary,normal,local,35
2014,Dunedin South,United Future,ordinary,advanced,local,16
2014,Dunedin South,United Future,special,advanced,local,3
2014,Dunedin South,United Future,special,normal,local,7
2014,Dunedin South,United Future,special,advanced,overseas,2
2014,East Coast,ACT,ordinary,normal,local,58
2014,East Coast,ACT,ordinary,advanced,local,21
2014,East Coast,ACT,special,advanced,local,2
2014,East Coast,ACT,special,normal,local,0
2014,East Coast,ACT,special,advanced,overseas,1
2014,East Coast,Aotearoa Legalise Cannabis Party,ordinary,normal,local,99
2014,East Coast,Aotearoa Legalise Cannabis Party,ordinary,advanced,local,23
2014,East Coast,Aotearoa Legalise Cannabis Party,special,advanced,local,8
2014,East Coast,Aotearoa Legalise Cannabis Party,special,normal,local,20
2014,East Coast,Aotearoa Legalise Cannabis Party,special,advanced,overseas,0
2014,East Coast,Ban1080,ordinary,normal,local,83
2014,East Coast,Ban1080,ordinary,advanced,local,22
2014,East Coast,Ban1080,special,advanced,local,2
2014,East Coast,Ban1080,special,normal,local,15
2014,East Coast,Ban1080,special,advanced,overseas,0
2014,East Coast,Conservative,ordinary,normal,local,915
2014,East Coast,Conservative,ordinary,advanced,local,440
2014,East Coast,Conservative,special,advanced,local,29
2014,East Coast,Conservative,special,normal,local,46
2014,East Coast,Conservative,special,advanced,overseas,8
2014,East Coast,Democrats for Social Credit,ordinary,normal,local,16
2014,East Coast,Democrats for Social Credit,ordinary,advanced,local,11
2014,East Coast,Democrats for Social Credit,special,advanced,local,0
2014,East Coast,Democrats for Social Credit,special,normal,local,3
2014,East Coast,Democrats for Social Credit,special,advanced,overseas,0
2014,East Coast,Focus NZ,ordinary,normal,local,2
2014,East Coast,Focus NZ,ordinary,advanced,local,1
2014,East Coast,Focus NZ,special,advanced,local,0
2014,East Coast,Focus NZ,special,normal,local,1
2014,East Coast,Focus NZ,special,advanced,overseas,0
2014,East Coast,Green Party,ordinary,normal,local,1951
2014,East Coast,Green Party,ordinary,advanced,local,804
2014,East Coast,Green Party,special,advanced,local,121
2014,East Coast,Green Party,special,normal,local,308
2014,East Coast,Green Party,special,advanced,overseas,64
2014,East Coast,Internet MANA,ordinary,normal,local,198
2014,East Coast,Internet MANA,ordinary,advanced,local,125
2014,East Coast,Internet MANA,special,advanced,local,28
2014,East Coast,Internet MANA,special,normal,local,56
2014,East Coast,Internet MANA,special,advanced,overseas,6
2014,East Coast,Labour Party,ordinary,normal,local,4861
2014,East Coast,Labour Party,ordinary,advanced,local,2210
2014,East Coast,Labour Party,special,advanced,local,206
2014,East Coast,Labour Party,special,normal,local,688
2014,East Coast,Labour Party,special,advanced,overseas,57
2014,East Coast,Maori Party,ordinary,normal,local,204
2014,East Coast,Maori Party,ordinary,advanced,local,82
2014,East Coast,Maori Party,special,advanced,local,7
2014,East Coast,Maori Party,special,normal,local,38
2014,East Coast,Maori Party,special,advanced,overseas,3
2014,East Coast,National Party,ordinary,normal,local,10862
2014,East Coast,National Party,ordinary,advanced,local,4876
2014,East Coast,National Party,special,advanced,local,394
2014,East Coast,National Party,special,normal,local,845
2014,East Coast,National Party,special,advanced,overseas,175
2014,East Coast,NZ First,ordinary,normal,local,2736
2014,East Coast,NZ First,ordinary,advanced,local,1118
2014,East Coast,NZ First,special,advanced,local,88
2014,East Coast,NZ First,special,normal,local,209
2014,East Coast,NZ First,special,advanced,overseas,25
2014,East Coast,NZ Independent Coalition,ordinary,normal,local,13
2014,East Coast,NZ Independent Coalition,ordinary,advanced,local,4
2014,East Coast,NZ Independent Coalition,special,advanced,local,0
2014,East Coast,NZ Independent Coalition,special,normal,local,0
